pairId:INTEGER,walmart.id,amazon.id,label:INTEGER
477,2031,13168,1
478,219,5047,1
479,1973,3594,1
480,476,20393,1
481,1476,8651,1
482,1356,560,1
483,899,7384,1
484,2038,8520,1
485,782,17484,1
486,1368,12147,1
487,1603,10609,1
488,152,692,1
489,811,11429,1
490,1691,4227,1
491,2253,16784,1
492,1513,20845,1
493,311,4721,1
494,1687,20039,1
495,667,12515,1
496,899,11344,1
497,1717,17397,1
498,1138,4430,1
499,1436,7325,1
500,817,11999,1
501,708,11830,1
502,1687,17666,1
503,2479,16863,1
504,2168,14881,1
505,992,12313,1
506,2077,18298,1
507,1852,13349,1
508,2237,1663,1
509,1792,19539,1
510,653,7446,1
511,1876,9387,1
512,1036,21948,1
513,1762,4577,1
514,2152,7339,1
515,82,17195,1
516,1201,160,1
517,2544,2534,1
518,2081,16296,1
519,2019,11228,1
520,546,7625,1
521,1559,12853,1
522,1167,3904,1
523,232,10437,1
524,2436,20420,1
525,1939,19139,1
526,2268,2528,1
527,399,16515,1
528,1476,12655,1
529,1105,1398,1
530,863,11819,1
531,1110,8092,1
532,1458,8347,1
533,2185,11690,1
534,1467,15576,1
535,148,21193,1
536,1529,812,1
537,1467,11642,1
538,849,3154,1
539,1838,13678,1
540,2397,18102,1
541,524,3627,1
542,59,21240,1
543,1778,3751,1
544,1759,13846,1
545,1220,14407,1
546,453,16646,1
547,772,5518,1
548,1278,1881,1
549,1933,9017,1
550,971,6931,1
551,165,18938,1
552,781,14279,1
553,2102,15844,1
554,346,8387,1
555,2164,8470,1
556,121,13523,1
557,2357,5528,1
558,192,11198,1
559,1010,781,1
560,400,714,1
561,708,8043,1
562,1953,1770,1
563,2118,14558,1
564,2200,20396,1
565,616,17520,1
566,1299,8456,1
567,2382,3483,1
568,1685,17949,1
569,798,6509,1
570,1886,2011,1
571,1306,2559,1
572,1878,2928,1
573,1616,12974,1
574,2097,2975,1
575,1551,11327,1
576,624,14736,1
577,501,12545,1
578,1075,20741,1
579,1842,2327,1
580,2090,7049,1
581,1977,12094,1
582,26,6985,1
583,1188,5480,1
584,508,11954,1
585,1833,433,1
586,2161,9859,1
587,1590,2646,1
588,2165,3695,1
589,58,13303,1
590,1361,995,1
591,1186,11040,1
592,1931,15376,1
593,2064,6309,1
594,137,2577,1
595,1455,10761,1
596,980,9554,1
597,105,11792,1
598,149,18937,1
599,1392,2977,1
600,2157,14546,1
601,2051,21913,1
602,361,11567,1
603,109,21710,1
604,2551,15808,1
605,182,12013,1
606,2195,18385,1
607,694,2612,1
608,539,17175,1
609,871,14931,1
610,1296,6406,1
611,352,10049,1
612,2160,17900,1
613,1404,21316,1
614,2329,16353,1
615,682,20252,1
616,1793,8495,1
617,1561,19670,1
618,946,3104,1
619,1627,13620,1
620,476,12747,1
621,2084,14540,1
622,1283,1241,1
623,839,716,1
624,2088,11144,1
625,1406,14895,1
626,67,3669,1
627,2393,15894,1
628,466,7305,1
629,6,10423,1
630,673,2945,1
631,605,15830,1
632,262,3239,1
633,568,12174,1
634,1166,3696,1
635,298,15654,1
636,1752,20118,1
637,310,19292,1
638,939,15253,1
639,1264,22052,1
640,720,6973,1
641,2195,5102,1
642,659,21943,1
643,2521,15684,1
644,2159,9027,1
645,1433,6231,1
646,789,14902,1
647,1716,20592,1
648,736,12274,1
649,2277,12761,1
650,653,6709,1
651,1987,6414,1
652,177,4855,1
653,1015,7029,1
654,735,5992,1
655,2194,5683,1
656,718,20107,1
657,1517,889,1
658,2380,265,1
659,2030,14036,1
660,2480,10670,1
661,1461,14499,1
662,2255,346,1
663,1759,9790,1
664,146,15892,1
665,230,13259,1
666,937,14005,1
667,1830,19354,1
668,1875,14195,1
669,471,10875,1
670,2469,16833,1
671,2156,4319,1
672,1976,8181,1
673,414,1678,1
674,2074,15480,1
675,2055,7602,1
676,695,20007,1
677,1574,5416,1
678,1944,15781,1
679,396,100,1
680,387,4059,1
681,1743,15528,1
682,2079,3895,1
683,1553,9157,1
684,640,10129,1
685,1113,10801,1
686,2380,10268,1
687,2318,15826,1
688,2134,10435,1
689,663,17259,1
690,322,4630,1
691,633,13150,1
692,1754,16221,1
693,2120,20315,1
694,1565,6915,1
695,324,1245,1
696,1190,2760,1
697,129,10641,1
698,926,21758,1
699,1790,11779,1
700,1457,18232,1
701,2297,12893,1
702,430,3274,1
703,907,3470,1
704,1403,20184,1
705,1032,13439,1
706,10,2457,1
707,530,17880,1
708,908,13995,1
709,1511,19043,1
710,31,11089,1
711,1523,1026,1
712,557,6722,1
713,2361,17906,1
714,1889,6730,1
715,1350,4660,1
716,160,9710,1
717,96,10967,1
718,694,105,1
719,7,9016,1
720,2151,21344,1
721,1025,12675,1
722,135,3741,1
723,1196,5365,1
724,1378,12162,1
725,1094,16870,1
726,1974,3156,1
727,1230,5843,1
728,1908,10482,1
729,347,8305,1
730,751,10531,1
731,715,16479,1
732,1292,17830,1
733,1929,13790,1
734,689,4784,1
735,576,1129,1
736,1984,6914,1
737,685,17574,1
738,1998,12452,1
739,649,4760,1
740,1490,2078,1
741,2439,2862,1
742,2168,17734,1
743,1078,11885,1
744,1661,11173,1
745,601,12882,1
746,1176,19246,1
747,1398,20806,1
748,260,10735,1
749,1369,12443,1
750,1728,14919,1
751,1526,12544,1
752,2341,3759,1
753,454,10900,1
754,57,21965,1
755,2027,18649,1
756,893,21097,1
757,2537,12334,1
758,295,19912,1
759,1293,18603,1
760,1346,14258,1
761,1257,20412,1
762,277,15427,1
763,179,19150,1
764,1141,9098,1
765,1624,6593,1
766,1801,256,1
767,102,2594,1
768,2514,20427,1
769,357,21592,1
770,1424,9728,1
771,1798,6005,1
772,1952,20444,1
773,1729,12126,1
774,1905,15685,1
775,218,5275,1
776,625,4040,1
777,329,14370,1
778,1900,5459,1
779,1644,2780,1
780,1449,7903,1
781,331,1600,1
782,1195,14917,1
783,1507,16667,1
784,724,9676,1
785,540,11543,1
786,688,20213,1
787,1641,9565,1
788,1234,18429,1
789,917,8911,1
790,2020,16544,1
791,1399,4587,1
792,1607,18688,1
793,523,14015,1
794,265,16641,1
795,212,401,1
796,1981,1503,1
797,1415,11940,1
798,1488,3574,1
799,2486,8096,1
800,2428,1157,1
801,1563,12170,1
802,2062,353,1
803,1938,8501,1
804,2007,13922,1
805,273,3966,1
806,2261,13723,1
807,2214,21799,1
808,1475,3962,1
809,1225,8071,1
810,1499,5235,1
811,598,22044,1
812,601,4692,1
813,531,6616,1
814,304,19300,1
815,1381,20891,1
816,2327,19269,1
817,1961,2285,1
818,1884,19124,1
819,1247,21595,1
820,705,18207,1
821,2189,2672,1
822,1777,15490,1
823,1354,6820,1
824,2022,17452,1
825,492,19958,1
826,2191,21662,1
827,1126,8268,1
828,920,17372,1
829,993,19593,1
830,693,18705,1
831,2498,19526,1
832,2094,11401,1
833,590,15496,1
834,906,19637,1
835,139,11469,1
836,169,20287,1
837,2332,21977,1
838,2019,5208,1
839,1139,9086,1
840,997,2751,1
841,1592,17448,1
842,1904,10675,1
843,180,8546,1
844,2119,20622,1
845,833,19557,1
846,365,9533,1
847,2330,14074,1
848,1281,17950,1
849,2442,21374,1
850,308,10210,1
851,1510,9333,1
852,1811,578,1
853,802,8932,1
854,187,1929,1
855,1920,544,1
856,2222,11341,1
857,300,4645,1
858,881,5987,1
859,2048,8525,1
860,164,9825,1
861,1357,11270,1
862,1208,6899,1
863,57,9165,1
864,259,10647,1
865,2294,6549,1
866,2005,1748,1
867,2462,13244,1
868,559,5884,1
869,20,13058,1
870,668,7080,1
871,2375,3052,1
872,938,19776,1
873,1243,2466,1
874,1137,17384,1
875,267,2950,1
876,519,2139,1
877,1560,14554,1
878,560,21311,1
879,799,6374,1
880,542,9190,1
881,132,5596,1
882,1096,2703,1
883,2025,18711,1
884,2345,14945,1
885,2340,2237,1
886,1038,12169,1
887,2100,12942,1
888,2000,20190,1
889,2298,10870,1
890,655,14490,1
891,1536,19000,1
892,739,18198,1
893,1300,15463,1
894,2029,12892,1
895,2503,16033,1
896,287,18627,1
897,1896,7661,1
898,1287,16536,1
899,529,77,1
900,2343,639,1
901,223,1355,1
902,2155,11212,1
903,2008,20462,1
904,1579,3324,1
905,1580,11461,1
906,1993,1275,1
907,2388,20822,1
908,156,3447,1
909,2143,5921,1
910,1312,14761,1
911,589,20109,1
912,1777,16438,1
913,1855,10031,1
914,1252,2074,1
915,1011,15004,1
916,1833,13397,1
917,2478,4885,1
918,389,1451,1
919,2192,16174,1
920,1937,11296,1
921,2401,10788,1
922,303,16642,1
923,1947,1316,1
924,2101,20732,1
925,1988,10906,1
926,956,4703,1
927,1664,10772,1
928,482,987,1
929,746,11811,1
930,935,13149,1
931,454,4893,1
932,200,5512,1
933,16,17811,1
934,637,9152,1
935,1822,10712,1
936,2541,5176,1
937,1540,4757,1
938,1514,1593,1
939,335,10662,1
940,2366,8619,1
941,2335,10109,1
942,1482,4163,1
943,2197,17367,1
944,1370,14865,1
945,240,10618,1
946,466,15279,1
947,1478,2433,1
948,657,10559,1
949,564,18916,1
950,670,12491,1
951,696,12570,1
952,706,12896,1
953,580,15016,1
954,806,14295,1
955,950,7347,1
956,2350,18167,1
957,875,5645,1
958,1302,6495,1
959,220,8697,1
960,103,11760,1
961,1442,15285,1
962,1509,19515,1
963,2395,13252,1
964,2085,8988,1
965,1325,913,1
966,1201,19355,1
967,1262,8267,1
968,1459,16056,1
969,1862,18358,1
970,1733,5721,1
971,2017,12007,1
972,2328,8545,1
973,134,18759,1
974,712,7672,1
975,2267,13319,1
976,371,15072,1
977,2346,15062,1
978,316,7706,1
979,2137,4706,1
980,1932,11215,1
981,1045,3010,1
982,940,3616,1
983,397,17849,1
984,505,15432,1
985,618,19541,1
986,528,486,1
987,2276,19663,1
988,456,19348,1
989,1772,236,1
990,551,2556,1
991,1477,11084,1
992,1081,14455,1
993,1989,9475,1
994,576,5076,1
995,1156,14874,1
996,802,13030,1
997,27,538,1
998,942,2806,1
999,388,3170,1
1000,1707,17027,1
1001,2504,20052,1
1002,539,10462,1
1003,711,2946,1
1004,2275,357,1
1005,1091,16635,1
1006,1654,1650,1
1007,2212,4647,1
1008,592,5595,1
1009,2398,10118,1
1010,638,15921,1
1011,987,6670,1
1012,1413,16819,1
1013,427,14869,1
1014,2001,14203,1
1015,2372,10924,1
1016,1958,17571,1
1017,2032,9534,1
1018,1486,1376,1
1019,138,21121,1
1020,2342,7894,1
1021,363,3236,1
1022,664,7136,1
1023,1846,186,1
1024,1419,14716,1
1025,313,13300,1
1026,2523,3325,1
1027,2463,14118,1
1028,416,20386,1
1029,1187,16093,1
1030,2345,4985,1
1031,1835,16332,1
1032,2306,10516,1
1033,2126,16073,1
1034,1625,5014,1
1035,2369,15352,1
1036,1191,10707,1
1037,2166,21077,1
1038,193,11132,1
1039,1546,21375,1
1040,1867,14360,1
1041,1231,4668,1
1042,851,8444,1
1043,98,15905,1
1044,2549,19118,1
1045,2258,8357,1
1046,1210,9718,1
1047,2336,8280,1
1048,1194,5593,1
1049,285,2676,1
1050,2511,11626,1
1051,903,18251,1
1052,1160,13110,1
1053,1346,20146,1
1054,1468,16060,1
1055,998,4380,1
1056,1767,5889,1
1057,1636,20244,1
1058,149,16399,1
1059,2265,19008,1
1060,1673,9028,1
1061,2489,5636,1
1062,50,8097,1
1063,974,21569,1
1064,1585,11476,1
1065,164,124,1
1066,750,15431,1
1067,2075,17804,1
1068,363,16308,1
1069,1146,2868,1
1070,1181,4538,1
1071,2180,18388,1
1072,183,7400,1
1073,681,844,1
1074,131,9891,1
1075,1006,11658,1
1076,546,7623,1
1077,2143,13935,1
1078,1967,657,1
1079,849,603,1
1080,1777,13180,1
1081,2406,8669,1
1082,330,7315,1
1083,473,15368,1
1084,1425,8193,1
1085,2460,7487,1
1086,203,2448,1
1087,753,7076,1
1088,1198,4815,1
1089,1638,1271,1
1090,631,12818,1
1091,1438,11705,1
1092,1572,6999,1
1093,691,12897,1
1094,1762,12648,1
1095,909,13024,1
1096,1804,6873,1
1097,549,3415,1
1098,2218,18301,1
1099,1701,13660,1
1100,43,173,1
1101,1709,16227,1
1102,2249,8369,1
1103,2254,11266,1
1104,2484,11842,1
1105,1842,18624,1
1106,1619,6365,1
1107,834,18900,1
1108,1564,431,1
1109,2194,9731,1
1110,129,2702,1
1111,1103,7854,1
1112,1154,9238,1
1113,2266,18699,1
1114,894,11621,1
1115,447,5775,1
1116,2166,18478,1
1117,168,15438,1
1118,1615,11351,1
1119,1401,18728,1
1120,1614,17219,1
1121,476,782,1
1122,716,7851,1
1123,1122,14110,1
1124,397,7145,1
1125,1847,15548,1
1126,1653,14385,1
1127,429,6991,1
1128,896,12464,1
1129,1593,16659,1
1130,127,1556,1
1131,771,11224,1
1132,1714,21094,1
1133,1695,3794,1
1134,6,20933,1
1135,1474,3249,1
1136,1245,10289,1
1137,1672,20795,1
1138,1969,21512,1
1139,1706,14646,1
1140,1702,18550,1
1141,1008,18143,1
1142,1715,18513,1
1143,2475,14438,1
1144,1988,16253,1
1145,615,22046,1
1146,2147,6471,1
1147,1700,17104,1
1148,899,15336,1
1149,2133,7359,1
1150,1698,21668,1
1151,2327,1682,1
1152,2231,12950,1
1153,1656,10362,1
1154,458,8019,1
