@info
{
    "table":{
        "name":"brand_candset_2",
        "description":"",
        "idAttrib":{
            "name":"pairId",
            "type":"INTEGER"
        },
        "projectName":"wgec_amazon_samsung",
        "attributes":[
            {
                "name":"pairId",
                "type":"INTEGER"
            },
            {
                "name":"samsung.id",
                "type":"TEXT"
            },
            {
                "name":"amazon.id",
                "type":"TEXT"
            }
        ]
    }
}

@data
pairId:INTEGER,samsung.id:TEXT,amazon.id:TEXT
606,166,1806
607,207,1806
608,27,1806
609,165,1806
610,28,1806
611,167,1806
612,3,1806
613,2,1806
614,1,1806
615,5,1806
616,4,1806
617,219,1806
618,220,1806
619,185,1806
620,186,1806
621,112,1806
622,113,1806
623,110,1806
624,111,1806
625,86,1806
626,87,1806
627,134,1806
628,49,1806
629,48,1806
630,47,1806
631,149,1806
632,109,1806
633,88,1806
634,89,1806
635,152,552
636,150,552
637,169,552
638,206,552
639,166,552
640,207,552
641,27,552
642,165,552
643,28,552
644,167,552
645,3,552
646,2,552
647,1,552
648,5,552
649,4,552
650,219,552
651,220,552
652,185,552
653,186,552
654,112,552
655,113,552
656,110,552
657,111,552
658,86,552
659,87,552
660,134,552
661,49,552
662,48,552
663,47,552
664,149,552
665,109,552
666,88,552
667,89,552
668,152,8910
669,150,8910
670,169,8910
671,206,8910
672,166,8910
673,207,8910
674,27,8910
675,165,8910
676,28,8910
677,167,8910
678,3,8910
679,2,8910
680,1,8910
681,5,8910
682,4,8910
683,219,8910
684,220,8910
685,185,8910
686,186,8910
687,112,8910
688,113,8910
689,110,8910
690,111,8910
691,86,8910
692,87,8910
693,134,8910
694,49,8910
695,48,8910
696,47,8910
697,149,8910
698,109,8910
699,88,8910
700,89,8910
701,152,8918
702,150,8918
703,169,8918
704,206,8918
705,166,8918
706,207,8918
707,27,8918
708,165,8918
709,28,8918
710,167,8918
711,3,8918
712,2,8918
713,1,8918
714,5,8918
715,4,8918
716,219,8918
717,220,8918
718,185,8918
719,186,8918
720,112,8918
721,113,8918
722,110,8918
723,111,8918
724,86,8918
725,87,8918
726,134,8918
727,49,8918
728,48,8918
729,47,8918
730,149,8918
731,109,8918
732,88,8918
733,89,8918
734,152,8924
735,150,8924
736,169,8924
737,206,8924
738,166,8924
739,207,8924
740,27,8924
741,165,8924
742,28,8924
743,167,8924
744,3,8924
745,2,8924
746,1,8924
747,5,8924
748,4,8924
749,219,8924
750,220,8924
751,185,8924
752,186,8924
753,112,8924
754,113,8924
755,110,8924
756,111,8924
757,86,8924
758,87,8924
759,134,8924
760,49,8924
761,48,8924
762,47,8924
763,149,8924
764,109,8924
765,88,8924
766,89,8924
767,35,8930
768,36,8930
769,33,8930
770,159,8930
771,34,8930
772,158,8930
773,39,8930
774,157,8930
775,156,8930
776,37,8930
777,155,8930
778,38,8930
779,154,8930
780,153,8930
781,43,8930
782,42,8930
783,41,8930
784,40,8930
785,202,8930
786,203,8930
787,204,8930
788,205,8930
789,200,8930
790,201,8930
791,22,8930
792,23,8930
793,24,8930
794,25,8930
795,26,8930
796,208,8930
797,209,8930
798,29,8930
799,161,8930
800,162,8930
801,163,8930
802,164,8930
803,7,8930
804,30,8930
805,32,8930
806,31,8930
807,160,8930
808,9,8930
809,8,8930
810,211,8930
811,212,8930
812,210,8930
813,215,8930
814,216,8930
815,213,8930
816,19,8930
817,214,8930
818,17,8930
819,179,8930
820,18,8930
821,178,8930
822,217,8930
823,15,8930
824,177,8930
825,218,8930
826,16,8930
827,176,8930
828,13,8930
829,14,8930
830,11,8930
831,12,8930
832,21,8930
833,170,8930
834,20,8930
835,171,8930
836,174,8930
837,175,8930
838,172,8930
839,173,8930
840,222,8930
841,223,8930
842,224,8930
843,225,8930
844,188,8930
845,187,8930
846,189,8930
847,180,8930
848,10,8930
849,181,8930
850,182,8930
851,183,8930
852,184,8930
853,116,8930
854,79,8930
855,117,8930
856,78,8930
857,77,8930
858,115,8930
859,118,8930
860,119,8930
861,82,8930
862,83,8930
863,80,8930
864,81,8930
865,84,8930
866,85,8930
867,67,8930
868,125,8930
869,66,8930
870,126,8930
871,69,8930
872,127,8930
873,68,8930
874,128,8930
875,121,8930
876,122,8930
877,123,8930
878,124,8930
879,129,8930
880,70,8930
881,71,8930
882,120,8930
883,72,8930
884,73,8930
885,74,8930
886,75,8930
887,76,8930
888,132,8930
889,59,8930
890,58,8930
891,138,8930
892,57,8930
893,139,8930
894,56,8930
895,136,8930
896,55,8930
897,137,8930
898,64,8930
899,65,8930
900,62,8930
901,63,8930
902,60,8930
903,131,8930
904,61,8930
905,130,8930
906,143,8930
907,144,8930
908,145,8930
909,146,8930
910,45,8930
911,147,8930
912,44,8930
913,148,8930
914,46,8930
915,51,8930
916,52,8930
917,53,8930
918,54,8930
919,140,8930
920,142,8930
921,50,8930
922,141,8930
923,108,8930
924,107,8930
925,106,8930
926,105,8930
927,104,8930
928,103,8930
929,99,8930
930,102,8930
931,101,8930
932,100,8930
933,98,8930
934,97,8930
935,96,8930
936,95,8930
937,94,8930
938,93,8930
939,92,8930
940,91,8930
941,90,8930
942,195,8930
943,194,8930
944,197,8930
945,196,8930
946,191,8930
947,190,8930
948,193,8930
949,192,8930
950,198,8930
951,199,8930
952,152,6825
953,150,6825
954,169,6825
955,206,6825
956,166,6825
957,207,6825
958,27,6825
959,165,6825
960,28,6825
961,167,6825
962,3,6825
963,2,6825
964,1,6825
965,5,6825
966,4,6825
967,219,6825
968,220,6825
969,185,6825
970,186,6825
971,112,6825
972,113,6825
973,110,6825
974,111,6825
975,86,6825
976,87,6825
977,134,6825
978,49,6825
979,48,6825
980,47,6825
981,149,6825
982,109,6825
983,88,6825
984,89,6825
985,35,1865
986,36,1865
987,33,1865
988,159,1865
989,34,1865
990,158,1865
991,39,1865
992,157,1865
993,156,1865
994,37,1865
995,155,1865
996,38,1865
997,154,1865
998,153,1865
999,43,1865
1000,42,1865
1001,41,1865
1002,40,1865
1003,202,1865
1004,203,1865
1005,204,1865
1006,205,1865
1007,200,1865
1008,201,1865
1009,22,1865
1010,23,1865
1011,24,1865
1012,25,1865
1013,26,1865
1014,208,1865
1015,209,1865
1016,29,1865
1017,161,1865
1018,162,1865
1019,163,1865
1020,164,1865
1021,7,1865
1022,30,1865
1023,32,1865
1024,31,1865
1025,160,1865
1026,9,1865
1027,8,1865
1028,211,1865
1029,212,1865
1030,210,1865
1031,215,1865
1032,216,1865
1033,213,1865
1034,19,1865
1035,214,1865
1036,17,1865
1037,179,1865
1038,18,1865
1039,178,1865
1040,217,1865
1041,15,1865
1042,177,1865
1043,218,1865
1044,16,1865
1045,176,1865
1046,13,1865
1047,14,1865
1048,11,1865
1049,12,1865
1050,21,1865
1051,170,1865
1052,20,1865
1053,171,1865
1054,174,1865
1055,175,1865
1056,172,1865
1057,173,1865
1058,222,1865
1059,223,1865
1060,224,1865
1061,225,1865
1062,188,1865
1063,187,1865
1064,189,1865
1065,180,1865
1066,10,1865
1067,181,1865
1068,182,1865
1069,183,1865
1070,184,1865
1071,116,1865
1072,79,1865
1073,117,1865
1074,78,1865
1075,77,1865
1076,115,1865
1077,118,1865
1078,119,1865
1079,82,1865
1080,83,1865
1081,80,1865
1082,81,1865
1083,84,1865
1084,85,1865
1085,67,1865
1086,125,1865
1087,66,1865
1088,126,1865
1089,69,1865
1090,127,1865
1091,68,1865
1092,128,1865
1093,121,1865
1094,122,1865
1095,123,1865
1096,124,1865
1097,129,1865
1098,70,1865
1099,71,1865
1100,120,1865
1101,72,1865
1102,73,1865
1103,74,1865
1104,75,1865
1105,76,1865
1106,132,1865
1107,59,1865
1108,58,1865
1109,138,1865
1110,57,1865
1111,139,1865
1112,56,1865
1113,136,1865
1114,55,1865
1115,137,1865
1116,64,1865
1117,65,1865
1118,62,1865
1119,63,1865
1120,60,1865
1121,131,1865
1122,61,1865
1123,130,1865
1124,143,1865
1125,144,1865
1126,145,1865
1127,146,1865
1128,45,1865
1129,147,1865
1130,44,1865
1131,148,1865
1132,46,1865
1133,51,1865
1134,52,1865
1135,53,1865
1136,54,1865
1137,140,1865
1138,142,1865
1139,50,1865
1140,141,1865
1141,108,1865
1142,107,1865
1143,106,1865
1144,105,1865
1145,104,1865
1146,103,1865
1147,99,1865
1148,102,1865
1149,101,1865
1150,100,1865
1151,98,1865
1152,97,1865
1153,96,1865
1154,95,1865
1155,94,1865
1156,93,1865
1157,92,1865
1158,91,1865
1159,90,1865
1160,195,1865
1161,194,1865
1162,197,1865
1163,196,1865
1164,191,1865
1165,190,1865
1166,193,1865
1167,192,1865
1168,198,1865
1169,199,1865
1170,152,6841
1171,150,6841
1172,169,6841
1173,206,6841
1174,166,6841
1175,207,6841
1176,27,6841
1177,165,6841
1178,28,6841
1179,167,6841
1180,3,6841
1181,2,6841
1182,1,6841
1183,5,6841
1184,4,6841
1185,219,6841
1186,220,6841
1187,185,6841
1188,186,6841
1189,112,6841
1190,113,6841
1191,110,6841
1192,111,6841
1193,86,6841
1194,87,6841
1195,134,6841
1196,49,6841
1197,48,6841
1198,47,6841
1199,149,6841
1200,109,6841
1201,88,6841
1202,89,6841
1203,152,8982
1204,150,8982
1205,169,8982
1206,206,8982
1207,166,8982
1208,207,8982
1209,27,8982
1210,165,8982
1211,28,8982
1212,167,8982
1213,3,8982
1214,2,8982
1215,1,8982
1216,5,8982
1217,4,8982
1218,219,8982
1219,220,8982
1220,185,8982
1221,186,8982
1222,112,8982
1223,113,8982
1224,110,8982
1225,111,8982
1226,86,8982
1227,87,8982
1228,134,8982
1229,49,8982
1230,48,8982
1231,47,8982
1232,149,8982
1233,109,8982
1234,88,8982
1235,89,8982
1236,35,8981
1237,36,8981
1238,33,8981
1239,159,8981
1240,34,8981
1241,158,8981
1242,39,8981
1243,157,8981
1244,156,8981
1245,37,8981
1246,155,8981
1247,38,8981
1248,154,8981
1249,153,8981
1250,43,8981
1251,42,8981
1252,41,8981
1253,40,8981
1254,202,8981
1255,203,8981
1256,204,8981
1257,205,8981
1258,200,8981
1259,201,8981
1260,22,8981
1261,23,8981
1262,24,8981
1263,25,8981
1264,26,8981
1265,208,8981
1266,209,8981
1267,29,8981
1268,161,8981
1269,162,8981
1270,163,8981
1271,164,8981
1272,7,8981
1273,30,8981
1274,32,8981
1275,31,8981
1276,160,8981
1277,9,8981
1278,8,8981
1279,211,8981
1280,212,8981
1281,210,8981
1282,215,8981
1283,216,8981
1284,213,8981
1285,19,8981
1286,214,8981
1287,17,8981
1288,179,8981
1289,18,8981
1290,178,8981
1291,217,8981
1292,15,8981
1293,177,8981
1294,218,8981
1295,16,8981
1296,176,8981
1297,13,8981
1298,14,8981
1299,11,8981
1300,12,8981
1301,21,8981
1302,170,8981
1303,20,8981
1304,171,8981
1305,174,8981
1306,175,8981
1307,172,8981
1308,173,8981
1309,222,8981
1310,223,8981
1311,224,8981
1312,225,8981
1313,188,8981
1314,187,8981
1315,189,8981
1316,180,8981
1317,10,8981
1318,181,8981
1319,182,8981
1320,183,8981
1321,184,8981
1322,116,8981
1323,79,8981
1324,117,8981
1325,78,8981
1326,77,8981
1327,115,8981
1328,118,8981
1329,119,8981
1330,82,8981
1331,83,8981
1332,80,8981
1333,81,8981
1334,84,8981
1335,85,8981
1336,67,8981
1337,125,8981
1338,66,8981
1339,126,8981
1340,69,8981
1341,127,8981
1342,68,8981
1343,128,8981
1344,121,8981
1345,122,8981
1346,123,8981
1347,124,8981
1348,129,8981
1349,70,8981
1350,71,8981
1351,120,8981
1352,72,8981
1353,73,8981
1354,74,8981
1355,75,8981
1356,76,8981
1357,132,8981
1358,59,8981
1359,58,8981
1360,138,8981
1361,57,8981
1362,139,8981
1363,56,8981
1364,136,8981
1365,55,8981
1366,137,8981
1367,64,8981
1368,65,8981
1369,62,8981
1370,63,8981
1371,60,8981
1372,131,8981
1373,61,8981
1374,130,8981
1375,143,8981
1376,144,8981
1377,145,8981
1378,146,8981
1379,45,8981
1380,147,8981
1381,44,8981
1382,148,8981
1383,46,8981
1384,51,8981
1385,52,8981
1386,53,8981
1387,54,8981
1388,140,8981
1389,142,8981
1390,50,8981
1391,141,8981
1392,108,8981
1393,107,8981
1394,106,8981
1395,105,8981
1396,104,8981
1397,103,8981
1398,99,8981
1399,102,8981
1400,101,8981
1401,100,8981
1402,98,8981
1403,97,8981
1404,96,8981
1405,95,8981
1406,94,8981
1407,93,8981
1408,92,8981
1409,91,8981
1410,90,8981
1411,195,8981
1412,194,8981
1413,197,8981
1414,196,8981
1415,191,8981
1416,190,8981
1417,193,8981
1418,192,8981
1419,198,8981
1420,199,8981
1421,152,2934
1422,150,2934
1423,169,2934
1424,206,2934
1425,166,2934
1426,207,2934
1427,27,2934
1428,165,2934
1429,28,2934
1430,167,2934
1431,3,2934
1432,2,2934
1433,1,2934
1434,5,2934
1435,4,2934
1436,219,2934
1437,220,2934
1438,185,2934
1439,186,2934
1440,112,2934
1441,113,2934
1442,110,2934
1443,111,2934
1444,86,2934
1445,87,2934
1446,134,2934
1447,49,2934
1448,48,2934
1449,47,2934
1450,149,2934
1451,109,2934
1452,88,2934
1453,89,2934
1454,152,4712
1455,150,4712
1456,169,4712
1457,206,4712
1458,166,4712
1459,207,4712
1460,27,4712
1461,165,4712
1462,28,4712
1463,167,4712
1464,3,4712
1465,2,4712
1466,1,4712
1467,5,4712
1468,4,4712
1469,219,4712
1470,220,4712
1471,185,4712
1472,186,4712
1473,112,4712
1474,113,4712
1475,110,4712
1476,111,4712
1477,86,4712
1478,87,4712
1479,134,4712
1480,49,4712
1481,48,4712
1482,47,4712
1483,149,4712
1484,109,4712
1485,88,4712
1486,89,4712
1487,35,2920
1488,36,2920
1489,33,2920
1490,159,2920
1491,34,2920
1492,158,2920
1493,39,2920
1494,157,2920
1495,156,2920
1496,37,2920
1497,155,2920
1498,38,2920
1499,154,2920
1500,153,2920
1501,43,2920
1502,42,2920
1503,41,2920
1504,40,2920
1505,202,2920
1506,203,2920
1507,204,2920
1508,205,2920
1509,200,2920
1510,201,2920
1511,22,2920
1512,23,2920
1513,24,2920
1514,25,2920
1515,26,2920
1516,208,2920
1517,209,2920
1518,29,2920
1519,161,2920
1520,162,2920
1521,163,2920
1522,164,2920
1523,7,2920
1524,30,2920
1525,32,2920
1526,31,2920
1527,160,2920
1528,9,2920
1529,8,2920
1530,211,2920
1531,212,2920
1532,210,2920
1533,215,2920
1534,216,2920
1535,213,2920
1536,19,2920
1537,214,2920
1538,17,2920
1539,179,2920
1540,18,2920
1541,178,2920
1542,217,2920
1543,15,2920
1544,177,2920
1545,218,2920
1546,16,2920
1547,176,2920
1548,13,2920
1549,14,2920
1550,11,2920
1551,12,2920
1552,21,2920
1553,170,2920
1554,20,2920
1555,171,2920
1556,174,2920
1557,175,2920
1558,172,2920
1559,173,2920
1560,222,2920
1561,223,2920
1562,224,2920
1563,225,2920
1564,188,2920
1565,187,2920
1566,189,2920
1567,180,2920
1568,10,2920
1569,181,2920
1570,182,2920
1571,183,2920
1572,184,2920
1573,116,2920
1574,79,2920
1575,117,2920
1576,78,2920
1577,77,2920
1578,115,2920
1579,118,2920
1580,119,2920
1581,82,2920
1582,83,2920
1583,80,2920
1584,81,2920
1585,84,2920
1586,85,2920
1587,67,2920
1588,125,2920
1589,66,2920
1590,126,2920
1591,69,2920
1592,127,2920
1593,68,2920
1594,128,2920
1595,121,2920
1596,122,2920
1597,123,2920
1598,124,2920
1599,129,2920
1600,70,2920
1601,71,2920
1602,120,2920
1603,72,2920
1604,73,2920
1605,74,2920
1606,75,2920
1607,76,2920
1608,132,2920
1609,59,2920
1610,58,2920
1611,138,2920
1612,57,2920
1613,139,2920
1614,56,2920
1615,136,2920
1616,55,2920
1617,137,2920
1618,64,2920
1619,65,2920
1620,62,2920
1621,63,2920
1622,60,2920
1623,131,2920
1624,61,2920
1625,130,2920
1626,143,2920
1627,144,2920
1628,145,2920
1629,146,2920
1630,45,2920
1631,147,2920
1632,44,2920
1633,148,2920
1634,46,2920
1635,51,2920
1636,52,2920
1637,53,2920
1638,54,2920
1639,140,2920
1640,142,2920
1641,50,2920
1642,141,2920
1643,108,2920
1644,107,2920
1645,106,2920
1646,105,2920
1647,104,2920
1648,103,2920
1649,99,2920
1650,102,2920
1651,101,2920
1652,100,2920
1653,98,2920
1654,97,2920
1655,96,2920
1656,95,2920
1657,94,2920
1658,93,2920
1659,92,2920
1660,91,2920
1661,90,2920
1662,195,2920
1663,194,2920
1664,197,2920
1665,196,2920
1666,191,2920
1667,190,2920
1668,193,2920
1669,192,2920
1670,198,2920
1671,199,2920
1672,152,4608
1673,150,4608
1674,169,4608
1675,206,4608
1676,166,4608
1677,207,4608
1678,27,4608
1679,165,4608
1680,28,4608
1681,167,4608
1682,3,4608
1683,2,4608
1684,1,4608
1685,5,4608
1686,4,4608
1687,219,4608
1688,220,4608
1689,185,4608
1690,186,4608
1691,112,4608
1692,113,4608
1693,110,4608
1694,111,4608
1695,86,4608
1696,87,4608
1697,134,4608
1698,49,4608
1699,48,4608
1700,47,4608
1701,149,4608
1702,109,4608
1703,88,4608
1704,89,4608
1705,152,4648
1706,150,4648
1707,169,4648
1708,206,4648
1709,166,4648
1710,207,4648
1711,27,4648
1712,165,4648
1713,28,4648
1714,167,4648
1715,3,4648
1716,2,4648
1717,1,4648
1718,5,4648
1719,4,4648
1720,219,4648
1721,220,4648
1722,185,4648
1723,186,4648
1724,112,4648
1725,113,4648
1726,110,4648
1727,111,4648
1728,86,4648
1729,87,4648
1730,134,4648
1731,49,4648
1732,48,4648
1733,47,4648
1734,149,4648
1735,109,4648
1736,88,4648
1737,89,4648
1738,152,1715
1739,150,1715
1740,169,1715
1741,206,1715
1742,166,1715
1743,207,1715
1744,27,1715
1745,165,1715
1746,28,1715
1747,167,1715
1748,3,1715
1749,2,1715
1750,1,1715
1751,5,1715
1752,4,1715
1753,219,1715
1754,220,1715
1755,185,1715
1756,186,1715
1757,112,1715
1758,113,1715
1759,110,1715
1760,111,1715
1761,86,1715
1762,87,1715
1763,134,1715
1764,49,1715
1765,48,1715
1766,47,1715
1767,149,1715
1768,109,1715
1769,88,1715
1770,89,1715
1771,152,403
1772,150,403
1773,169,403
1774,206,403
1775,166,403
1776,207,403
1777,27,403
1778,165,403
1779,28,403
1780,167,403
1781,3,403
1782,2,403
1783,1,403
1784,5,403
1785,4,403
1786,219,403
1787,220,403
1788,185,403
1789,186,403
1790,112,403
1791,113,403
1792,110,403
1793,111,403
1794,86,403
1795,87,403
1796,134,403
1797,49,403
1798,48,403
1799,47,403
1800,149,403
1801,109,403
1802,88,403
1803,89,403
1804,152,402
1805,150,402
1806,169,402
1807,206,402
1808,166,402
1809,207,402
1810,27,402
1811,165,402
1812,28,402
1813,167,402
1814,3,402
1815,2,402
1816,1,402
1817,5,402
1818,4,402
1819,219,402
1820,220,402
1821,185,402
1822,186,402
1823,112,402
1824,113,402
1825,110,402
1826,111,402
1827,86,402
1828,87,402
1829,134,402
1830,49,402
1831,48,402
1832,47,402
1833,149,402
1834,109,402
1835,88,402
