@info
{
    "table":{
        "name":"trainPnPsdPld2",
        "description":"",
        "idAttrib":{
            "name":"pairID",
            "type":"INTEGER"
        },
        "projectName":"wgec_el_2",
        "attributes":[
            {
                "name":"pairID",
                "type":"INTEGER"
            },
            {
                "name":"walmart.id",
                "type":"TEXT"
            },
            {
                "name":"vendor.id",
                "type":"TEXT"
            },
            {
                "name":"label",
                "type":"INTEGER"
            }
        ]
    }
}

@data
pairID:INTEGER,walmart.id:TEXT,vendor.id:TEXT,label:INTEGER
65,3756896,3756896#Limited Goods,1
66,4025874,4025874#Limited Goods,1
67,7754443,7754443#Limited Goods,1
68,9189660,9189660#Limited Goods,1
69,9225261,9225261#Limited Goods,1
70,9871188,9871188#Limited Goods,1
71,12184525,12184525#eBags,1
72,12184565,12184565#eBags,1
73,872051,872051#ivgStores,1
74,2585639,2585639#ivgStores,1
75,3387612,3387612#ivgStores,1
76,3576485,3576485#ivgStores,1
77,12186203,12186203#eBags,1
78,12186211,12186211#eBags,1
79,12186335,12186335#eBags,1
80,4664464,4664464#ivgStores,1
81,5723587,5723587#ivgStores,1
82,12187451,12187451#eBags,1
83,12187705,12187705#eBags,1
84,12187816,12187816#eBags,1
85,12187871,12187871#eBags,1
86,12342530,12342530#eBags,1
87,12343007,12343007#eBags,1
88,12343021,12343021#eBags,1
89,9225253,9225253#ivgStores,1
90,2445355,2445355#ivgStores,1
91,2585638,2585638#ivgStores,1
92,2685981,2685981#ivgStores,1
93,17771102,17771102#Babyhaven,1
94,12360588,12360588#eBags,1
95,12361423,12361423#eBags,1
96,7964947,7964947#ivgStores,1
97,7964948,7964948#ivgStores,1
98,12444923,12444923#eBags,1
99,1233539,1233539#ivgStores,1
100,2160472,2160472#ivgStores,1
101,12509863,12509863#eBags,1
102,2470635,2470635#ivgStores,1
103,2470642,2470642#ivgStores,1
104,2585627,2585627#ivgStores,1
105,12528315,12528315#eBags,1
106,3321417,3321417#ivgStores,1
107,29829040,29829040#Perf-Moto,1
108,12548329,12548329#eBags,1
109,15010243,15010243#Babyhaven,1
110,13045149,13045149#eBags,1
111,13050315,13050315#eBags,1
112,8154370,8154370#ivgStores,1
114,13219542,13219542#eBags,1
115,13219580,13219580#eBags,1
116,13219589,13219589#eBags,1
117,13219595,13219595#eBags,1
118,9893700,9893700#ivgStores,1
119,13241061,13241061#eBags,1
120,1233548,1233548#ivgStores,1
121,13246663,13246663#eBags,1
122,13246664,13246664#eBags,1
123,13248342,13248342#eBags,1
124,13252811,13252811#eBags,1
125,13730097,13730097#eBags,1
126,13730100,13730100#eBags,1
127,13812840,13812840#eBags,1
128,5934005,5934005#ivgStores,1
129,13983018,13983018#eBags,1
130,8111422,8111422#ivgStores,1
131,8144079,8144079#ivgStores,1
132,14118875,14118875#eBags,1
133,8144086,8144086#ivgStores,1
134,14178205,14178205#eBags,1
135,14313307,14313307#eBags,1
136,14574778,14574778#eBags,1
137,14644597,14644597#eBags,1
138,932034,932034#ivgStores,1
139,2470128,2470128#ivgStores,1
140,14664902,14664902#eBags,1
141,3576486,3576486#ivgStores,1
142,3630474,3630474#ivgStores,1
143,14967560,14967560#eBags,1
144,14978725,14978725#eBags,1
145,15040735,15040735#eBags,1
146,15040761,15040761#eBags,1
147,15042368,15042368#eBags,1
148,15042380,15042380#eBags,1
149,15062939,15062939#eBags,1
150,5799655,5799655#ivgStores,1
151,15062963,15062963#eBags,1
152,15111419,15111419#eBags,1
153,15172512,15172512#eBags,1
154,8136492,8136492#ivgStores,1
155,15406802,15406802#eBags,1
156,15421546,15421546#eBags,1
157,15522312,15522312#eBags,1
158,15524252,15524252#eBags,1
159,15524257,15524257#eBags,1
160,15525124,15525124#eBags,1
161,9907221,9907221#ivgStores,1
162,15525125,15525125#eBags,1
163,9919109,9919109#ivgStores,1
164,15539671,15539671#eBags,1
165,1043457,1043457#ivgStores,1
166,2470713,2470713#ivgStores,1
167,2470838,2470838#ivgStores,1
168,15571944,15571944#eBags,1
169,15580523,15580523#eBags,1
170,15580580,15580580#eBags,1
171,15637114,15637114#eBags,1
172,15637124,15637124#eBags,1
173,7754471,7754471#ivgStores,1
174,15716918,15716918#eBags,1
175,15722364,15722364#eBags,1
176,15722382,15722382#eBags,1
177,932031,932031#ivgStores,1
178,2193980,2193980#ivgStores,1
179,16225401,16225401#eBags,1
180,16225405,16225405#eBags,1
181,16332634,16332634#eBags,1
182,3576511,3576511#ivgStores,1
183,16332658,16332658#eBags,1
184,16530330,16530330#eBags,1
185,16541537,16541537#eBags,1
186,16541545,16541545#eBags,1
187,16550056,16550056#eBags,1
188,16561673,16561673#eBags,1
189,16561688,16561688#eBags,1
190,16561711,16561711#eBags,1
191,16561787,16561787#eBags,1
192,16565533,16565533#eBags,1
193,16636672,16636672#eBags,1
194,5799656,5799656#ivgStores,1
195,5924809,5924809#ivgStores,1
196,16641283,16641283#eBags,1
197,16641285,16641285#eBags,1
198,16641310,16641310#eBags,1
199,16660595,16660595#eBags,1
200,16660597,16660597#eBags,1
201,16660704,16660704#eBags,1
202,870855,870855#ivgStores,1
203,870864,870864#ivgStores,1
204,1234888,1234888#ivgStores,1
205,16792219,16792219#eBags,1
206,16794871,16794871#eBags,1
207,16794882,16794882#eBags,1
208,16914020,16914020#eBags,1
209,16927127,16927127#eBags,1
210,16954485,16954485#eBags,1
211,17129629,17129629#eBags,1
212,17129650,17129650#eBags,1
213,17134142,17134142#eBags,1
214,17182015,17182015#eBags,1
215,17182017,17182017#eBags,1
216,5723581,5723581#ivgStores,1
217,17182073,17182073#eBags,1
218,17211233,17211233#eBags,1
219,17211257,17211257#eBags,1
220,6958528,6958528#ivgStores,1
221,8223017,8223017#ivgStores,1
222,8223021,8223021#ivgStores,1
223,8399430,8399430#ivgStores,1
224,17277037,17277037#eBags,1
225,9917038,9917038#ivgStores,1
226,872063,872063#ivgStores,1
227,872077,872077#ivgStores,1
228,1234849,1234849#ivgStores,1
229,2160471,2160471#ivgStores,1
230,17350676,17350676#eBags,1
231,17352778,17352778#eBags,1
232,2585626,2585626#ivgStores,1
233,17395983,17395983#eBags,1
234,17396012,17396012#eBags,1
235,5065210,5065210#ivgStores,1
236,17510991,17510991#eBags,1
237,8725133,8725133#ivgStores,1
238,9189612,9189612#ivgStores,1
239,9225259,9225259#ivgStores,1
240,17811882,17811882#eBags,1
241,9225260,9225260#ivgStores,1
242,19201326,19201326#eBags,1
243,870854,870854#ivgStores,1
244,1679172,1679172#ivgStores,1
245,19236954,19236954#eBags,1
246,19236956,19236956#eBags,1
247,2553353,2553353#ivgStores,1
248,39952262,39952262#Babyhaven,1
249,19325556,19325556#eBags,1
250,19341638,19341638#eBags,1
251,19341643,19341643#eBags,1
252,19400594,19400594#eBags,1
253,8223018,8223018#ivgStores,1
254,8223022,8223022#ivgStores,1
255,9917036,9917036#ivgStores,1
256,1234893,1234893#ivgStores,1
257,19486741,19486741#eBags,1
258,19486754,19486754#eBags,1
259,2685980,2685980#ivgStores,1
260,3136048,3136048#ivgStores,1
261,3356821,3356821#ivgStores,1
262,3576512,3576512#ivgStores,1
263,19500426,19500426#eBags,1
264,19500505,19500505#eBags,1
265,19502565,19502565#eBags,1
266,19502570,19502570#eBags,1
267,19502578,19502578#eBags,1
268,19519692,19519692#eBags,1
269,19519718,19519718#eBags,1
270,19581629,19581629#eBags,1
271,19581641,19581641#eBags,1
272,19581643,19581643#eBags,1
273,39810122,39810122#Babyhaven,1
274,19647530,19647530#eBags,1
275,19691395,19691395#eBags,1
276,9193942,9193942#ivgStores,1
277,9893707,9893707#ivgStores,1
278,9917035,9917035#ivgStores,1
279,19858304,19858304#eBags,1
280,10073781,10073781#eBags,1
281,10073789,10073789#eBags,1
282,10603587,10603587#eBags,1
283,3576499,3576499#ivgStores,1
284,10910121,10910121#eBags,1
285,10910125,10910125#eBags,1
286,10910318,10910318#eBags,1
287,11068341,11068341#eBags,1
288,11084243,11084243#eBags,1
289,11084244,11084244#eBags,1
290,11319367,11319367#eBags,1
291,11988053,11988053#eBags,1
292,11997506,11997506#eBags,1
293,11997516,11997516#eBags,1
294,12179391,12179391#eBags,1
295,29855546,29855546#Perf-Moto,1
296,12179941,12179941#eBags,1
297,12179987,12179987#eBags,1
298,8223016,8223016#ivgStores,1
299,8245799,8245799#ivgStores,1
300,12180393,12180393#eBags,1
301,8456518,8456518#ivgStores,1
302,12180752,12180752#eBags,1
303,9225257,9225257#ivgStores,1
304,870860,870860#ivgStores,1
305,872057,872057#ivgStores,1
306,1234884,1234884#ivgStores,1
307,2585629,2585629#ivgStores,1
308,12181754,12181754#eBags,1
309,12182001,12182001#eBags,1
310,5799657,5799657#ivgStores,1
311,12183203,12183203#eBags,1
312,12183217,12183217#eBags,1
313,12183381,12183381#eBags,1
314,12183408,12183408#eBags,1
315,8154362,8154362#ivgStores,1
316,8456493,8456493#ivgStores,1
317,12184519,12184519#eBags,1
318,9189611,9189611#ivgStores,1
319,872056,872056#ivgStores,1
320,12184905,12184905#eBags,1
321,908067,908067#ivgStores,1
322,1234896,1234896#ivgStores,1
323,1943064,1943064#ivgStores,1
324,12185125,12185125#eBags,1
325,3576509,3576509#ivgStores,1
326,12185430,12185430#eBags,1
327,12186000,12186000#eBags,1
328,12186012,12186012#eBags,1
329,12186261,12186261#eBags,1
330,12187136,12187136#eBags,1
331,7754409,7754409#ivgStores,1
332,8144080,8144080#ivgStores,1
333,12187667,12187667#eBags,1
334,12342279,12342279#eBags,1
335,34144986,34144986#Babyhaven,1
336,12342839,12342839#eBags,1
337,887743,887743#ivgStores,1
338,12342841,12342841#eBags,1
339,12348928,12348928#eBags,1
340,3576510,3576510#ivgStores,1
341,5700418,5700418#ivgStores,1
342,5799659,5799659#ivgStores,1
343,12380447,12380447#eBags,1
344,7754469,7754469#ivgStores,1
345,8111461,8111461#ivgStores,1
346,9893706,9893706#ivgStores,1
347,9907222,9907222#ivgStores,1
348,9917037,9917037#ivgStores,1
349,880457,880457#ivgStores,1
350,12427516,12427516#eBags,1
351,1943063,1943063#ivgStores,1
352,2685978,2685978#ivgStores,1
353,12427607,12427607#eBags,1
354,3202218,3202218#ivgStores,1
355,12427954,12427954#eBags,1
356,5723583,5723583#ivgStores,1
357,12548012,12548012#eBags,1
358,8251590,8251590#ivgStores,1
359,13050294,13050294#eBags,1
360,13059391,13059391#eBags,1
361,13219529,13219529#eBags,1
362,13219530,13219530#eBags,1
363,13219545,13219545#eBags,1
364,13219588,13219588#eBags,1
365,10056415,10056415#ivgStores,1
366,10298541,10298541#ivgStores,1
367,13246478,13246478#eBags,1
368,39505613,39505613#Babyhaven,1
369,10737654,10737654#ivgStores,1
370,13270224,13270224#eBags,1
371,13361158,13361158#eBags,1
372,13730082,13730082#eBags,1
373,13730094,13730094#eBags,1
374,10910197,10910197#ivgStores,1
375,10927967,10927967#ivgStores,1
376,10968234,10968234#ivgStores,1
377,10988747,10988747#ivgStores,1
378,14089726,14089726#eBags,1
379,14178325,14178325#eBags,1
380,14247825,14247825#eBags,1
381,14262061,14262061#eBags,1
382,11060837,11060837#ivgStores,1
383,14262368,14262368#eBags,1
384,11068308,11068308#ivgStores,1
385,14313262,14313262#eBags,1
386,11962150,11962150#ivgStores,1
387,11962401,11962401#ivgStores,1
388,11968843,11968843#ivgStores,1
389,14664903,14664903#eBags,1
390,12181105,12181105#ivgStores,1
391,14710289,14710289#eBags,1
392,14867709,14867709#eBags,1
393,14898776,14898776#eBags,1
394,14978721,14978721#eBags,1
395,14978735,14978735#eBags,1
396,15042326,15042326#eBags,1
397,12321963,12321963#ivgStores,1
398,15042363,15042363#eBags,1
399,15107469,15107469#eBags,1
400,15107732,15107732#eBags,1
401,15111418,15111418#eBags,1
402,15151636,15151636#eBags,1
403,15222291,15222291#eBags,1
404,15229581,15229581#eBags,1
405,13044603,13044603#ivgStores,1
406,13055907,13055907#ivgStores,1
407,13056049,13056049#ivgStores,1
408,13056402,13056402#ivgStores,1
409,13056440,13056440#ivgStores,1
410,13056457,13056457#ivgStores,1
411,15268308,15268308#eBags,1
412,13056513,13056513#ivgStores,1
413,13056549,13056549#ivgStores,1
414,13056565,13056565#ivgStores,1
415,13056608,13056608#ivgStores,1
416,13056888,13056888#ivgStores,1
417,13075230,13075230#ivgStores,1
418,13081373,13081373#ivgStores,1
419,15442709,15442709#eBags,1
420,13081430,13081430#ivgStores,1
421,13081544,13081544#ivgStores,1
422,15525064,15525064#eBags,1
423,15525108,15525108#eBags,1
424,13259156,13259156#ivgStores,1
425,15580562,15580562#eBags,1
426,15580607,15580607#eBags,1
427,15637120,15637120#eBags,1
428,39952364,39952364#Babyhaven,1
429,15705839,15705839#eBags,1
430,15743418,15743418#eBags,1
431,15751608,15751608#eBags,1
432,15751648,15751648#eBags,1
433,15779560,15779560#eBags,1
434,15779562,15779562#eBags,1
435,15842140,15842140#eBags,1
436,15992046,15992046#eBags,1
437,14262038,14262038#ivgStores,1
438,16225385,16225385#eBags,1
439,14300080,14300080#ivgStores,1
440,16225387,16225387#eBags,1
441,16332622,16332622#eBags,1
442,16453823,16453823#eBags,1
443,16489720,16489720#eBags,1
444,16539484,16539484#eBags,1
445,16539487,16539487#eBags,1
446,16541378,16541378#eBags,1
447,16561013,16561013#eBags,1
448,16561718,16561718#eBags,1
449,14590692,14590692#ivgStores,1
450,16561786,16561786#eBags,1
451,16561886,16561886#eBags,1
452,16561921,16561921#eBags,1
453,34074095,34074095#Babyhaven,1
454,16565536,16565536#eBags,1
455,16621120,16621120#eBags,1
456,29889954,29889954#Perf-Moto,1
457,16660110,16660110#eBags,1
458,16660759,16660759#eBags,1
459,16660772,16660772#eBags,1
460,16660778,16660778#eBags,1
461,16794808,16794808#eBags,1
462,16794823,16794823#eBags,1
463,16873978,16873978#eBags,1
464,16874952,16874952#eBags,1
465,16874966,16874966#eBags,1
466,16927121,16927121#eBags,1
467,16927126,16927126#eBags,1
468,16927131,16927131#eBags,1
469,16944283,16944283#eBags,1
470,17032482,17032482#eBags,1
471,17129683,17129683#eBags,1
472,17133293,17133293#eBags,1
473,17134132,17134132#eBags,1
474,17134137,17134137#eBags,1
475,17134144,17134144#eBags,1
476,17134166,17134166#eBags,1
477,17211249,17211249#eBags,1
478,17277012,17277012#eBags,1
479,39505611,39505611#Babyhaven,1
480,17323887,17323887#eBags,1
481,17395941,17395941#eBags,1
482,17395975,17395975#eBags,1
483,14915802,14915802#ivgStores,1
484,17449846,17449846#eBags,1
485,14916415,14916415#ivgStores,1
486,14922530,14922530#ivgStores,1
487,17654766,17654766#eBags,1
488,17756892,17756892#eBags,1
489,17756998,17756998#eBags,1
490,14927489,14927489#ivgStores,1
491,17811940,17811940#eBags,1
492,14927495,14927495#ivgStores,1
493,17811959,17811959#eBags,1
494,14931223,14931223#ivgStores,1
495,15048429,15048429#ivgStores,1
496,15066078,15066078#ivgStores,1
497,19316103,19316103#eBags,1
498,15135097,15135097#ivgStores,1
499,19426181,19426181#eBags,1
500,19480533,19480533#eBags,1
501,29968971,29968971#Perf-Moto,1
502,19480535,19480535#eBags,1
503,19480536,19480536#eBags,1
504,19486615,19486615#eBags,1
505,19486715,19486715#eBags,1
506,19486743,19486743#eBags,1
507,15523649,15523649#ivgStores,1
508,19500441,19500441#eBags,1
509,19500501,19500501#eBags,1
510,19502573,19502573#eBags,1
511,15569954,15569954#ivgStores,1
512,19515824,19515824#eBags,1
513,19519663,19519663#eBags,1
514,19519674,19519674#eBags,1
515,19519690,19519690#eBags,1
516,19519701,19519701#eBags,1
517,19520014,19520014#eBags,1
518,19534653,19534653#eBags,1
519,19581623,19581623#eBags,1
520,19581626,19581626#eBags,1
521,19581655,19581655#eBags,1
522,19581679,19581679#eBags,1
523,19612975,19612975#eBags,1
524,19857112,19857112#eBags,1
525,15734463,15734463#ivgStores,1
526,10073780,10073780#eBags,1
527,10333409,10333409#eBags,1
528,10333828,10333828#eBags,1
529,10910106,10910106#eBags,1
530,11068339,11068339#eBags,1
531,11084239,11084239#eBags,1
532,15782862,15782862#ivgStores,1
533,12180882,12180882#eBags,1
534,12180946,12180946#eBags,1
535,12181618,12181618#eBags,1
536,12181964,12181964#eBags,1
537,12182159,12182159#eBags,1
538,12182308,12182308#eBags,1
539,12183187,12183187#eBags,1
540,12183227,12183227#eBags,1
541,12183687,12183687#eBags,1
542,12184399,12184399#eBags,1
543,12184524,12184524#eBags,1
544,16422760,16422760#ivgStores,1
545,12184678,12184678#eBags,1
546,12184899,12184899#eBags,1
547,12185429,12185429#eBags,1
548,12185577,12185577#eBags,1
549,12186064,12186064#eBags,1
550,12186117,12186117#eBags,1
551,12186264,12186264#eBags,1
553,12186517,12186517#eBags,1
554,12186543,12186543#eBags,1
555,12186586,12186586#eBags,1
556,12186744,12186744#eBags,1
557,12186908,12186908#eBags,1
558,12187139,12187139#eBags,1
559,12187452,12187452#eBags,1
560,16523654,16523654#ivgStores,1
561,12187862,12187862#eBags,1
562,16529184,16529184#ivgStores,1
563,12329965,12329965#eBags,1
564,12342991,12342991#eBags,1
565,12350801,12350801#eBags,1
566,16829813,16829813#ivgStores,1
567,16904407,16904407#ivgStores,1
568,12361438,12361438#eBags,1
569,12426058,12426058#eBags,1
570,12427660,12427660#eBags,1
571,12509674,12509674#eBags,1
572,12528319,12528319#eBags,1
573,17208278,17208278#ivgStores,1
574,17218998,17218998#ivgStores,1
575,12548023,12548023#eBags,1
576,12548336,12548336#eBags,1
577,42890771,42890771#Babyhaven,1
578,13059364,13059364#eBags,1
580,13219571,13219571#eBags,1
581,13246599,13246599#eBags,1
582,13246601,13246601#eBags,1
583,13246679,13246679#eBags,1
584,13246714,13246714#eBags,1
585,13252762,13252762#eBags,1
586,13361243,13361243#eBags,1
587,13376611,13376611#eBags,1
588,13447814,13447814#eBags,1
589,13730088,13730088#eBags,1
590,13730090,13730090#eBags,1
591,13730093,13730093#eBags,1
592,13730102,13730102#eBags,1
593,13730105,13730105#eBags,1
594,14005574,14005574#eBags,1
595,17395958,17395958#ivgStores,1
596,14032250,14032250#eBags,1
597,14089787,14089787#eBags,1
598,14313258,14313258#eBags,1
599,14313310,14313310#eBags,1
600,14562763,14562763#eBags,1
601,14562788,14562788#eBags,1
602,14574803,14574803#eBags,1
603,14574804,14574804#eBags,1
604,14664901,14664901#eBags,1
605,14712517,14712517#eBags,1
606,14898797,14898797#eBags,1
607,14967510,14967510#eBags,1
608,14972567,14972567#eBags,1
609,14972570,14972570#eBags,1
610,15040066,15040066#eBags,1
611,15040740,15040740#eBags,1
612,15040750,15040750#eBags,1
613,29985123,29985123#Perf-Moto,1
614,15042325,15042325#eBags,1
615,15048335,15048335#eBags,1
616,15081013,15081013#eBags,1
617,15229562,15229562#eBags,1
618,15406794,15406794#eBags,1
619,15435530,15435530#eBags,1
620,15525112,15525112#eBags,1
621,15525117,15525117#eBags,1
622,15525122,15525122#eBags,1
623,15525133,15525133#eBags,1
624,15637078,15637078#eBags,1
625,15676265,15676265#eBags,1
626,15706009,15706009#eBags,1
627,15706011,15706011#eBags,1
628,15720536,15720536#eBags,1
629,15738972,15738972#eBags,1
630,15751620,15751620#eBags,1
631,15751626,15751626#eBags,1
632,15751644,15751644#eBags,1
633,15751645,15751645#eBags,1
634,15751687,15751687#eBags,1
635,16480776,16480776#eBags,1
636,16489713,16489713#eBags,1
637,16489717,16489717#eBags,1
638,16531460,16531460#eBags,1
639,16531857,16531857#eBags,1
640,16561685,16561685#eBags,1
641,16561746,16561746#eBags,1
642,29988577,29988577#Perf-Moto,1
643,16561780,16561780#eBags,1
644,16561789,16561789#eBags,1
645,16561790,16561790#eBags,1
646,29988659,29988659#Perf-Moto,1
647,16565527,16565527#eBags,1
648,16565528,16565528#eBags,1
649,16621320,16621320#eBags,1
650,16641305,16641305#eBags,1
651,16641313,16641313#eBags,1
652,16660861,16660861#eBags,1
653,16662758,16662758#eBags,1
654,16679657,16679657#eBags,1
655,16794803,16794803#eBags,1
656,16794805,16794805#eBags,1
657,16794822,16794822#eBags,1
658,16794858,16794858#eBags,1
659,16945379,16945379#eBags,1
660,16946435,16946435#eBags,1
661,17129657,17129657#eBags,1
662,17133395,17133395#eBags,1
663,17134146,17134146#eBags,1
664,17134162,17134162#eBags,1
665,17176660,17176660#eBags,1
666,17176671,17176671#eBags,1
667,17182008,17182008#eBags,1
668,17182023,17182023#eBags,1
669,17182024,17182024#eBags,1
670,17182072,17182072#eBags,1
671,17209475,17209475#eBags,1
672,17211174,17211174#eBags,1
673,17211204,17211204#eBags,1
674,17211207,17211207#eBags,1
675,17211248,17211248#eBags,1
676,17277014,17277014#eBags,1
677,17277023,17277023#eBags,1
678,17352815,17352815#eBags,1
679,17395938,17395938#eBags,1
680,17395976,17395976#eBags,1
681,17395984,17395984#eBags,1
682,17510955,17510955#eBags,1
683,17510956,17510956#eBags,1
684,17787033,17787033#eBags,1
685,17787038,17787038#eBags,1
686,17811879,17811879#eBags,1
687,17811891,17811891#eBags,1
688,19410149,19410149#ivgStores,1
689,19418581,19418581#ivgStores,1
690,19400593,19400593#eBags,1
691,19480521,19480521#eBags,1
692,19500425,19500425#eBags,1
693,19500458,19500458#eBags,1
694,19633522,19633522#ivgStores,1
695,19519656,19519656#eBags,1
696,19519683,19519683#eBags,1
697,19519717,19519717#eBags,1
698,19530828,19530828#eBags,1
699,42890258,42890258#Babyhaven,1
700,19612976,19612976#eBags,1
701,19858305,19858305#eBags,1
702,19977241,19977241#eBags,1
703,10073811,10073811#eBags,1
704,29996303,29996303#Perf-Moto,1
705,10737654,10737654#eBags,1
706,10811437,10811437#eBags,1
707,10988706,10988706#eBags,1
708,11084236,11084236#eBags,1
709,11084247,11084247#eBags,1
710,11090784,11090784#eBags,1
711,11988068,11988068#eBags,1
712,11997529,11997529#eBags,1
713,12086223,12086223#eBags,1
714,12179435,12179435#eBags,1
715,12179437,12179437#eBags,1
716,12179618,12179618#eBags,1
717,12180073,12180073#eBags,1
718,12180083,12180083#eBags,1
719,19788780,19788780#ivgStores,1
720,10226394,10226394#ivgStores,1
721,12181146,12181146#eBags,1
722,10298536,10298536#ivgStores,1
723,10353091,10353091#ivgStores,1
724,10363842,10363842#ivgStores,1
725,10363849,10363849#ivgStores,1
726,12181727,12181727#eBags,1
727,10401098,10401098#ivgStores,1
728,12181728,12181728#eBags,1
729,10714495,10714495#ivgStores,1
730,10737653,10737653#ivgStores,1
731,10746776,10746776#ivgStores,1
732,12183390,12183390#eBags,1
733,10993523,10993523#ivgStores,1
734,11002017,11002017#ivgStores,1
735,11027892,11027892#ivgStores,1
736,12184895,12184895#eBags,1
737,11319424,11319424#ivgStores,1
738,11319438,11319438#ivgStores,1
739,11962151,11962151#ivgStores,1
740,11968852,11968852#ivgStores,1
741,29197041,29197041#Perf-Moto,1
742,12185458,12185458#eBags,1
743,12179984,12179984#ivgStores,1
744,12185969,12185969#eBags,1
745,12186025,12186025#eBags,1
746,12181608,12181608#ivgStores,1
747,12181613,12181613#ivgStores,1
748,12181620,12181620#ivgStores,1
749,12186195,12186195#eBags,1
750,12186247,12186247#eBags,1
751,12184163,12184163#ivgStores,1
752,12184164,12184164#ivgStores,1
753,12185969,12185969#ivgStores,1
754,12187128,12187128#eBags,1
755,12187668,12187668#eBags,1
756,12187807,12187807#eBags,1
757,12187812,12187812#eBags,1
758,12187841,12187841#eBags,1
759,12327502,12327502#eBags,1
760,12342313,12342313#eBags,1
761,12342654,12342654#eBags,1
762,12574851,12574851#ivgStores,1
763,13045729,13045729#ivgStores,1
764,13055900,13055900#ivgStores,1
765,13056061,13056061#ivgStores,1
766,13056411,13056411#ivgStores,1
767,13056438,13056438#ivgStores,1
768,13056468,13056468#ivgStores,1
769,13056475,13056475#ivgStores,1
770,13056479,13056479#ivgStores,1
771,13056486,13056486#ivgStores,1
772,13056569,13056569#ivgStores,1
773,13056609,13056609#ivgStores,1
774,13056844,13056844#ivgStores,1
775,13056854,13056854#ivgStores,1
776,13056864,13056864#ivgStores,1
777,13056916,13056916#ivgStores,1
778,13072989,13072989#ivgStores,1
779,13073311,13073311#ivgStores,1
780,13073534,13073534#ivgStores,1
781,13081316,13081316#ivgStores,1
782,13081541,13081541#ivgStores,1
783,12359359,12359359#eBags,1
784,13081542,13081542#ivgStores,1
785,12360019,12360019#eBags,1
786,12360079,12360079#eBags,1
787,13215604,13215604#ivgStores,1
788,12360592,12360592#eBags,1
789,13442794,13442794#ivgStores,1
790,12425998,12425998#eBags,1
791,12425999,12425999#eBags,1
792,12427216,12427216#eBags,1
793,12427600,12427600#eBags,1
794,12427873,12427873#eBags,1
795,12427890,12427890#eBags,1
796,12472855,12472855#eBags,1
797,14235393,14235393#ivgStores,1
798,14235400,14235400#ivgStores,1
799,14235489,14235489#ivgStores,1
800,14236018,14236018#ivgStores,1
801,12548341,12548341#eBags,1
802,14526618,14526618#ivgStores,1
803,29407394,29407394#Perf-Moto,1
804,13219554,13219554#eBags,1
805,13246678,13246678#eBags,1
806,29827286,29827286#Perf-Moto,1
807,13393691,13393691#eBags,1
808,13730079,13730079#eBags,1
809,13730106,13730106#eBags,1
810,14872617,14872617#ivgStores,1
811,14872635,14872635#ivgStores,1
812,14872669,14872669#ivgStores,1
813,14291365,14291365#eBags,1
